Brand_Standard_Name,Standard_Drinks_Name,Size,冰量,熱量,糖量
星巴克,奶香蜂蜜甜梨風味那堤,L,I,378,41
星巴克,奶香蜂蜜甜梨風味那堤,XL,I,475,56
星巴克,維也納風奶香那堤,M,H,559,54
星巴克,維也納風奶香那堤,L,H,715,70
星巴克,維也納風奶香那堤,XL,H,878,88
星巴克,維也納風奶香那堤,M,I,521,51
星巴克,維也納風奶香那堤,L,I,640,66
星巴克,維也納風奶香那堤,XL,I,769,78
星巴克,烤舒芙蕾風味那堤,M,H,390,42
星巴克,烤舒芙蕾風味那堤,L,H,508,55
星巴克,烤舒芙蕾風味那堤,XL,H,560,65
星巴克,烤舒芙蕾風味那堤,M,I,410,45
星巴克,烤舒芙蕾風味那堤,L,I,525,59
星巴克,烤舒芙蕾風味那堤,XL,I,653,75
星巴克,可可牛軋風味燕麥瑪奇朵,M,H,301,38
星巴克,可可牛軋風味燕麥瑪奇朵,L,H,352,48
星巴克,可可牛軋風味燕麥瑪奇朵,XL,H,448,61
星巴克,可可牛軋風味燕麥瑪奇朵,M,I,219,36
星巴克,可可牛軋風味燕麥瑪奇朵,L,I,296,49
星巴克,可可牛軋風味燕麥瑪奇朵,XL,I,332,58
星巴克,可可牛軋風味杏仁瑪奇朵,M,H,246,35
星巴克,可可牛軋風味杏仁瑪奇朵,L,H,281,44
星巴克,可可牛軋風味杏仁瑪奇朵,XL,H,355,56
星巴克,可可牛軋風味杏仁瑪奇朵,M,I,180,34
星巴克,可可牛軋風味杏仁瑪奇朵,L,I,247,47
星巴克,可可牛軋風味杏仁瑪奇朵,XL,I,246,35
星巴克,蜜桃雙萃咖啡,M,I,153,32
星巴克,蜜桃雙萃咖啡,L,I,229,45
星巴克,蜜桃雙萃咖啡,XL,I,305,60
星巴克,經典巧克力,M,H,554,56
星巴克,經典巧克力,L,H,727,74
星巴克,經典巧克力,XL,H,885,92
星巴克,經典巧克力,M,I,420,38
星巴克,經典巧克力,L,I,604,55
星巴克,經典巧克力,XL,I,723,73
星巴克,兒童熱可可,S,H,267,38
星巴克,熱牛奶,M,H,265,23
星巴克,熱牛奶,L,H,346,29
星巴克,熱牛奶,XL,H,438,38
星巴克,阿里山烏龍茶,-,H,6,0.2
星巴克,洋甘菊花草茶,M,H,2.8,0.2
星巴克,洋甘菊花草茶,XL,H,4.2,0.2
星巴克,英式紅茶,M,H,5,0.2
星巴克,英式紅茶,XL,H,10.1,0.2
星巴克,蜜柚紅茶,M,H,192,45
星巴克,蜜柚紅茶,L,H,281,66
星巴克,蜜柚紅茶,XL,H,370,87
星巴克,蜜柚紅茶,M,I,178,42
星巴克,蜜柚紅茶,L,I,266,63
星巴克,蜜柚紅茶,XL,I,355,83
星巴克,福吉茶那堤,M,H,376,45
星巴克,福吉茶那堤,L,H,509,63
星巴克,福吉茶那堤,XL,H,656,83
星巴克,福吉茶那堤,M,I,257,35
星巴克,福吉茶那堤,L,I,358,51
星巴克,福吉茶那堤,XL,I,458,66
星巴克,伯爵茶那堤,M,H,226,33
星巴克,伯爵茶那堤,L,H,296,44
星巴克,伯爵茶那堤,XL,H,373,55
星巴克,經典紅茶那堤,M,H,203,31
星巴克,經典紅茶那堤,L,H,279,41
星巴克,經典紅茶那堤,XL,H,344,51
星巴克,經典紅茶那堤,M,I,169,32
星巴克,經典紅茶那堤,L,I,216,41
星巴克,經典紅茶那堤,XL,I,277,50
星巴克,玫瑰蜜香茶那堤,M,H,203,31
星巴克,玫瑰蜜香茶那堤,L,H,279,41
星巴克,玫瑰蜜香茶那堤,XL,H,344,51
星巴克,玫瑰蜜香茶那堤,M,I,169,32
星巴克,玫瑰蜜香茶那堤,L,I,216,41
星巴克,玫瑰蜜香茶那堤,XL,I,277,50
星巴克,醇濃抹茶那堤,M,H,331,37
星巴克,醇濃抹茶那堤,L,H,443,51
星巴克,醇濃抹茶那堤,XL,H,570,66
星巴克,醇濃抹茶那堤,M,I,208,26
星巴克,醇濃抹茶那堤,L,I,295,38
星巴克,醇濃抹茶那堤,XL,I,362,48
星巴克,西印度櫻桃紅茶,M,H,228,41
星巴克,西印度櫻桃紅茶,L,H,307,68
星巴克,西印度櫻桃紅茶,XL,H,367,82
星巴克,西印度櫻桃紅茶,M,I,204,45
星巴克,西印度櫻桃紅茶,L,I,277,55
星巴克,西印度櫻桃紅茶,XL,I,354,69
星巴克,阿里山蜜柚烏龍青茶,M,I,186,43
星巴克,阿里山蜜柚烏龍青茶,L,I,319,70
星巴克,阿里山蜜柚烏龍青茶,XL,I,335,77
星巴克,荔枝桂花風味青茶,M,I,150,36
星巴克,荔枝桂花風味青茶,L,I,224,54
星巴克,荔枝桂花風味青茶,XL,I,296,73
星巴克,經典紅茶葛粉燕麥那堤,M,I,157,39
星巴克,經典紅茶葛粉燕麥那堤,L,I,207,51
星巴克,經典紅茶葛粉燕麥那堤,XL,I,274,64
星巴克,經典紅茶葛粉杏仁奶那堤,M,I,117,36
星巴克,經典紅茶葛粉杏仁奶那堤,L,I,157,48
星巴克,經典紅茶葛粉杏仁奶那堤,XL,I,216,61
星巴克,福吉茶葛粉那堤,M,I,300,44
星巴克,福吉茶葛粉那堤,L,I,422,65
星巴克,福吉茶葛粉那堤,XL,I,543,84
星巴克,奶香抹茶那堤,M,H,493,40
星巴克,奶香抹茶那堤,L,H,632,53
星巴克,奶香抹茶那堤,XL,H,765,65
星巴克,奶香抹茶那堤,M,I,410,34
星巴克,奶香抹茶那堤,L,I,498,42
星巴克,奶香抹茶那堤,XL,I,605,51
星巴克,奶香蜂蜜甜梨風味紅茶,M,H,142,20
星巴克,奶香蜂蜜甜梨風味紅茶,L,H,194,30
星巴克,奶香蜂蜜甜梨風味紅茶,XL,H,251,40
星巴克,奶香蜂蜜甜梨風味紅茶,M,I,192,35
星巴克,奶香蜂蜜甜梨風味紅茶,L,I,272,45
星巴克,奶香蜂蜜甜梨風味紅茶,XL,I,351,68
星巴克,伯爵紅茶,M,H,13.3,0.8
星巴克,伯爵紅茶,L,H,26.9,0.8
星巴克,冰搖果茶,M,I,55,15
星巴克,冰搖果茶,L,I,83,22
星巴克,冰搖果茶,XL,I,110,29
星巴克,冰搖紅茶,M,I,55,15
星巴克,冰搖紅茶,L,I,83,22
星巴克,冰搖紅茶,XL,I,110,29
星巴克,冰搖檸檬果茶,M,I,113,29
星巴克,冰搖檸檬果茶,L,I,162,41
星巴克,冰搖檸檬果茶,XL,I,209,53
星巴克,冰搖檸檬紅茶,M,I,113,29
星巴克,冰搖檸檬紅茶,L,I,162,41
星巴克,冰搖檸檬紅茶,XL,I,209,53
星巴克,咖啡星冰樂,M,I,224,49
星巴克,咖啡星冰樂,L,I,289,65
星巴克,咖啡星冰樂,XL,I,512,95
星巴克,焦糖咖啡星冰樂,M,I,427,70
星巴克,焦糖咖啡星冰樂,L,I,587,98
星巴克,焦糖咖啡星冰樂,XL,I,675,119
星巴克,焦糖可可碎片星冰樂,M,I,486,75
星巴克,焦糖可可碎片星冰樂,L,I,656,102
星巴克,焦糖可可碎片星冰樂,XL,I,783,128
星巴克,摩卡可可碎片星冰樂,M,I,353,58
星巴克,摩卡可可碎片星冰樂,L,I,562,92
星巴克,摩卡可可碎片星冰樂,XL,I,620,111
星巴克,義式濃縮奶霜星冰樂,M,I,355,48
星巴克,義式濃縮奶霜星冰樂,L,I,496,68
星巴克,義式濃縮奶霜星冰樂,XL,I,577,85
星巴克,香草風味星冰樂,M,I,347,48
星巴克,香草風味星冰樂,L,I,480,67
星巴克,香草風味星冰樂,XL,I,561,85
星巴克,巧克力可可碎片星冰樂,M,I,371,49
星巴克,巧克力可可碎片星冰樂,L,I,494,63
星巴克,巧克力可可碎片星冰樂,XL,I,583,78
星巴克,醇濃抹茶星冰樂,M,I,345,47
星巴克,醇濃抹茶星冰樂,L,I,487,63
星巴克,醇濃抹茶星冰樂,XL,I,559,78
星巴克,焦糖可可燕麥奶霜星冰樂,M,I,393,53
星巴克,焦糖可可燕麥奶霜星冰樂,L,I,547,76
星巴克,焦糖可可燕麥奶霜星冰樂,XL,I,645,97
星巴克,焦糖可可杏仁奶霜星冰樂,M,I,370,51
星巴克,焦糖可可杏仁奶霜星冰樂,L,I,514,74
星巴克,焦糖可可杏仁奶霜星冰樂,XL,I,605,95
星巴克,奶油餅乾風味奶霜星冰樂,M,I,425,57
星巴克,奶油餅乾風味奶霜星冰樂,L,I,570,79
星巴克,奶油餅乾風味奶霜星冰樂,XL,I,668,101
星巴克,薄荷巧克力風味奶霜星冰樂,M,I,409,54
星巴克,薄荷巧克力風味奶霜星冰樂,L,I,601,82
星巴克,薄荷巧克力風味奶霜星冰樂,XL,I,732,107
星巴克,雙果果汁星冰樂,M,I,182,41
星巴克,雙果果汁星冰樂,L,I,239,54
星巴克,雙果果汁星冰樂,XL,I,319,81
星巴克,草莓巴西莓檸檬風味星沁爽,M,I,155,38
星巴克,草莓巴西莓檸檬風味星沁爽,L,I,201,50
星巴克,草莓巴西莓檸檬風味星沁爽,XL,I,246,61
星巴克,草莓巴西莓椰奶風味星沁爽,M,I,250,28
星巴克,草莓巴西莓椰奶風味星沁爽,L,I,328,36
星巴克,草莓巴西莓椰奶風味星沁爽,XL,I,403,45
星巴克,芒果火龍果檸檬星沁爽,M,I,175,45
星巴克,芒果火龍果檸檬星沁爽,L,I,224,58
星巴克,芒果火龍果檸檬星沁爽,XL,I,273,71
星巴克,芒果火龍果椰奶星沁爽,M,I,162,35
星巴克,芒果火龍果椰奶星沁爽,L,I,207,45
星巴克,芒果火龍果椰奶星沁爽,XL,I,252,55
星巴克,氮氣冷萃咖啡歐蕾,M,I,64,5.4
星巴克,氮氣冷萃咖啡歐蕾,L,I,82,6.9
星巴克,氮氣冷萃咖啡歐蕾,XL,I,101,8
星巴克,鹹焦糖風味氮氣歐蕾,M,I,120,26
星巴克,鹹焦糖風味氮氣歐蕾,L,I,156,34
星巴克,鹹焦糖風味氮氣歐蕾,XL,I,193,42
星巴克,經典特調氮氣冷萃咖啡,M,I,130,18
星巴克,經典特調氮氣冷萃咖啡,L,I,174,22
星巴克,經典特調氮氣冷萃咖啡,XL,I,214,27
星巴克,氮氣冷萃咖啡,M,I,16,0.2
星巴克,氮氣冷萃咖啡,L,I,21,0.2
星巴克,氮氣冷萃咖啡,XL,I,26,0.2
星巴克,氮氣焦糖瑪奇朵,M,I,329,41
星巴克,氮氣焦糖瑪奇朵,L,I,431,55
星巴克,氮氣焦糖瑪奇朵,XL,I,533,69
星巴克,草莓可可氮氣冷萃咖啡,M,I,239,33
星巴克,草莓可可氮氣冷萃咖啡,L,I,304,42
星巴克,草莓可可氮氣冷萃咖啡,XL,I,337,50
星巴克,氮氣馥列白,M,I,212,18
星巴克,氮氣馥列白,L,I,283,24
星巴克,氮氣馥列白,XL,I,354,30
星巴克,氮氣芙蓉花果茶,M,I,60,16
星巴克,氮氣芙蓉花果茶,L,I,90,24
星巴克,氮氣芙蓉花果茶,XL,I,120,32
星巴克,氮氣醇濃抹茶那堤,M,I,622,73
星巴克,氮氣醇濃抹茶那堤,L,I,734,87
星巴克,氮氣醇濃抹茶那堤,XL,I,846,101
星巴克,經典特調冷萃咖啡,M,I,163,21
星巴克,經典特調冷萃咖啡,L,I,218,29
星巴克,經典特調冷萃咖啡,XL,I,274,36
星巴克,夏日冰柚冷萃咖啡,M,I,332,83
星巴克,夏日冰柚冷萃咖啡,L,I,453,113
星巴克,夏日冰柚冷萃咖啡,XL,I,568,142
星巴克,香檸蜜柚冷萃咖啡,M,I,168,41
星巴克,香檸蜜柚冷萃咖啡,L,I,202,50
星巴克,香檸蜜柚冷萃咖啡,XL,I,236,58
星巴克,冷萃咖啡,M,I,16,0.2
星巴克,冷萃咖啡,L,I,32,0.2
星巴克,冷萃咖啡,XL,I,33,0.2
星巴克,西印度櫻桃香檸冷萃,M,I,164,40
星巴克,西印度櫻桃香檸冷萃,L,I,232,57
星巴克,西印度櫻桃香檸冷萃,XL,I,266,65
星巴克,檸檬冷萃咖啡,M,I,130,32
星巴克,檸檬冷萃咖啡,L,I,164,41
星巴克,檸檬冷萃咖啡,XL,I,198,49
星巴克,荔枝桂花風味冷萃咖啡,M,I,256,64
星巴克,荔枝桂花風味冷萃咖啡,L,I,350,88
星巴克,荔枝桂花風味冷萃咖啡,XL,I,440,111
